,effective_at_utc,currency,gross,fee,net,reporting_category,balance_transaction_id,description,payout_expected_arrival_date,payout_status
155,2019-07-20 00:00:00,gbp,88.54,0.0,88.54,payout,txn_1EwJjBFRfR20eY7xoqcghHxr,STRIPE PAYOUT,2019-07-22 00:00:00,paid
156,2019-07-21 00:00:00,gbp,463.02,0.0,463.02,payout,txn_1EwfyCFRfR20eY7xfDdAM1Si,STRIPE PAYOUT,2019-07-22 00:00:00,paid
157,2019-07-22 00:00:00,gbp,304.57,0.0,304.57,payout,txn_1Ex1z4FRfR20eY7xR5BI4WsK,STRIPE PAYOUT,2019-07-22 00:00:00,paid
158,2019-07-23 00:00:00,gbp,12.62,0.0,12.62,payout,txn_1ExOJaFRfR20eY7xZVMXqWCP,STRIPE PAYOUT,2019-07-23 00:00:00,paid
159,2019-07-24 00:00:00,gbp,-128.38,0.0,-128.38,payout,txn_1ExkzsFRfR20eY7xeeWemGHY,STRIPE PAYOUT,2019-07-24 00:00:00,paid
160,2019-07-25 00:00:00,gbp,-102.54,0.0,-102.54,payout,txn_1Ey7xUFRfR20eY7x5DJFiNE6,STRIPE PAYOUT,2019-07-25 00:00:00,paid
161,2019-07-28 00:00:00,gbp,54.03,0.0,54.03,payout,txn_1EzEZEFRfR20eY7xjYkHvIcj,STRIPE PAYOUT,2019-07-29 00:00:00,paid
162,2019-07-29 00:00:00,gbp,1076.89,0.0,1076.89,payout,txn_1EzabvFRfR20eY7xWANcBpnu,STRIPE PAYOUT,2019-07-29 00:00:00,paid
163,2019-07-30 00:00:00,gbp,1106.96,0.0,1106.96,payout,txn_1EzvhzFRfR20eY7xoeTtziCA,STRIPE PAYOUT,2019-07-30 00:00:00,paid
164,2019-07-31 00:00:00,gbp,642.17,0.0,642.17,payout,txn_1F0Ho1FRfR20eY7xcpfBI3sC,STRIPE PAYOUT,2019-07-31 00:00:00,paid
165,2019-08-01 00:00:00,gbp,-689.27,0.0,-689.27,payout,txn_1F0eZSFRfR20eY7xwZS6zV9i,STRIPE PAYOUT,2019-08-01 00:00:00,paid
166,2019-08-02 00:00:00,gbp,482.54,0.0,482.54,payout,txn_1F126kFRfR20eY7xUjNae7UR,STRIPE PAYOUT,2019-08-02 00:00:00,paid
167,2019-08-05 00:00:00,gbp,-39.93,0.0,-39.93,payout,txn_1F28baFRfR20eY7xufJxrvLT,STRIPE PAYOUT,2019-08-05 00:00:00,paid
168,2019-08-06 00:00:00,gbp,63.01,0.0,63.01,payout,txn_1F2U8FFRfR20eY7xP4igW491,STRIPE PAYOUT,2019-08-06 00:00:00,paid
169,2019-08-07 00:00:00,gbp,93.47,0.0,93.47,payout,txn_1F2qi4FRfR20eY7x2lBFt7Yr,STRIPE PAYOUT,2019-08-07 00:00:00,paid
170,2019-08-08 00:00:00,gbp,44.17,0.0,44.17,payout,txn_1F3Bx4FRfR20eY7xeYA6xb6v,STRIPE PAYOUT,2019-08-08 00:00:00,paid
171,2019-08-09 00:00:00,gbp,162.29,0.0,162.29,payout,txn_1F3ZdTFRfR20eY7xVGJdSuHO,STRIPE PAYOUT,2019-08-09 00:00:00,paid
172,2019-08-12 00:00:00,gbp,-13.22,0.0,-13.22,payout,txn_1F4duDFRfR20eY7xRG1a3WXf,STRIPE PAYOUT,2019-08-12 00:00:00,paid
173,2019-08-13 00:00:00,gbp,270.95,0.0,270.95,payout,txn_1F50hzFRfR20eY7xsjI9no07,STRIPE PAYOUT,2019-08-13 00:00:00,paid
174,2019-08-14 00:00:00,gbp,4.73,0.0,4.73,payout,txn_1F5Mk2FRfR20eY7x2RIai1vD,STRIPE PAYOUT,2019-08-14 00:00:00,paid
175,2019-08-15 00:00:00,gbp,-256.56,0.0,-256.56,payout,txn_1F5k3YFRfR20eY7xVi3Zcnlu,STRIPE PAYOUT,2019-08-15 00:00:00,paid
176,2019-08-19 00:00:00,gbp,221.05,0.0,221.05,payout,txn_1F7BGPFRfR20eY7xlBeoafI8,STRIPE PAYOUT,2019-08-19 00:00:00,paid
177,2019-08-20 00:00:00,gbp,300.33,0.0,300.33,payout,txn_1F7XsIFRfR20eY7xMSNqecxv,STRIPE PAYOUT,2019-08-20 00:00:00,paid
178,2019-08-21 00:00:00,gbp,295.6,0.0,295.6,payout,txn_1F7uDTFRfR20eY7xzTIssz8m,STRIPE PAYOUT,2019-08-21 00:00:00,paid
179,2019-08-25 00:00:00,gbp,-56.2,0.0,-56.2,payout,txn_1F9QMbFRfR20eY7xSHiL5jNq,STRIPE PAYOUT,2019-08-27 00:00:00,paid
180,2019-08-28 00:00:00,gbp,221.65,0.0,221.65,payout,txn_1FARm6FRfR20eY7xZP1TUbkF,STRIPE PAYOUT,2019-08-28 00:00:00,paid
181,2019-08-29 00:00:00,gbp,270.95,0.0,270.95,payout,txn_1FAoKjFRfR20eY7x5eqJjIQe,STRIPE PAYOUT,2019-08-29 00:00:00,paid
182,2019-08-31 00:00:00,gbp,514.98,0.0,514.98,payout,txn_1FBZ0pFRfR20eY7x3dJTNn86,STRIPE PAYOUT,2019-09-02 00:00:00,paid
183,2019-09-04 00:00:00,gbp,842.83,0.0,842.83,payout,txn_1FCywzFRfR20eY7xDH47rpp9,STRIPE PAYOUT,2019-09-04 00:00:00,paid
184,2019-09-10 00:00:00,gbp,640.7,0.0,640.7,payout,txn_1FFA1OFRfR20eY7x6ecJJUqn,STRIPE PAYOUT,2019-09-10 00:00:00,paid
185,2019-09-11 00:00:00,gbp,246.3,0.0,246.3,payout,txn_1FGbHrFRfR20eY7xF5sRfcNv,STRIPE PAYOUT,2019-09-11 00:00:00,paid
186,2019-09-12 00:00:00,gbp,1122.64,0.0,1122.64,payout,txn_1FGy3IFRfR20eY7xtccZmyQT,STRIPE PAYOUT,2019-09-12 00:00:00,paid
187,2019-09-13 00:00:00,gbp,439.92,0.0,439.92,payout,txn_1FHKJCFRfR20eY7xhuIU4v2n,STRIPE PAYOUT,2019-09-13 00:00:00,paid
188,2019-09-14 00:00:00,gbp,153.62,0.0,153.62,payout,txn_1FHh2MFRfR20eY7xjwCW0Wro,STRIPE PAYOUT,2019-09-16 00:00:00,paid
189,2019-09-15 00:00:00,gbp,1208.71,0.0,1208.71,payout,txn_1FHhF5FRfR20eY7xlAgBDf6E,STRIPE PAYOUT,2019-09-16 00:00:00,paid
190,2019-09-16 00:00:00,gbp,195.03,0.0,195.03,payout,txn_1FHhF8FRfR20eY7xWclxOMXB,STRIPE PAYOUT,2019-09-16 00:00:00,paid
191,2019-09-17 00:00:00,gbp,572.83,0.0,572.83,payout,txn_1FHkyrFRfR20eY7x0qRi5HA4,STRIPE PAYOUT,2019-09-17 00:00:00,paid
192,2019-09-18 00:00:00,gbp,-21.69,0.0,-21.69,payout,txn_1FI4zOFRfR20eY7xGJzHFrzw,STRIPE PAYOUT,2019-09-18 00:00:00,paid
193,2019-09-20 00:00:00,gbp,127.98,0.0,127.98,payout,txn_1FIoKkFRfR20eY7xrnVJaEPq,STRIPE PAYOUT,2019-09-20 00:00:00,paid
194,2019-09-23 00:00:00,gbp,1243.53,0.0,1243.53,payout,txn_1FJu2pFRfR20eY7xy3HHnR47,STRIPE PAYOUT,2019-09-23 00:00:00,paid
195,2019-09-24 00:00:00,gbp,393.8,0.0,393.8,payout,txn_1FKESQFRfR20eY7xFcDDg4Qe,STRIPE PAYOUT,2019-09-24 00:00:00,paid
196,2019-09-25 00:00:00,gbp,216.72,0.0,216.72,payout,txn_1FKaxzFRfR20eY7xuLc1wIEZ,STRIPE PAYOUT,2019-09-25 00:00:00,paid
197,2019-09-26 00:00:00,gbp,502.46,0.0,502.46,payout,txn_1FKx1EFRfR20eY7xBomugMTN,STRIPE PAYOUT,2019-09-26 00:00:00,paid
198,2019-09-27 00:00:00,gbp,599.39,0.0,599.39,payout,txn_1FLLEIFRfR20eY7xQx50p1H4,STRIPE PAYOUT,2019-09-27 00:00:00,paid
199,2019-09-29 00:00:00,gbp,232.3,0.0,232.3,payout,txn_1FM3wDFRfR20eY7xppjbJq0u,STRIPE PAYOUT,2019-09-30 00:00:00,paid
200,2019-09-30 00:00:00,gbp,-49.3,0.0,-49.3,payout,txn_1FMS4DFRfR20eY7xo01fRmwU,STRIPE PAYOUT,2019-09-30 00:00:00,paid
